ExChangeId,ChannelNo,SeqNo,SecurityID,Trade2_Order1,TradeDate,UpdateTime,Price,Volume,TrdMoney,OrdSide,OrdType,TrdBSFlag,TrdBuyNo,TrdSellNo
1,1,33101,510360,2,20200907,93003370,1.605000,300,481.500000,-,-,S,65311,225943
1,1,33102,510360,2,20200907,93003370,1.605000,700,1123.500000,-,-,S,89325,225943
1,1,36909,510360,2,20200907,93004300,1.605000,100,160.500000,-,-,B,238011,225943
1,1,57545,510360,2,20200907,93025750,1.601000,200,320.200000,-,-,B,288275,272174
1,1,84843,510360,2,20200907,93105280,1.602000,300,480.600000,-,-,B,334642,312924
1,1,84844,510360,2,20200907,93105280,1.602000,100,160.200000,-,-,B,334643,312924
1,1,85741,510360,2,20200907,93106480,1.602000,2000,3204.000000,-,-,B,336152,312924
1,1,87012,510360,2,20200907,93108360,1.602000,1800,2883.600000,-,-,B,338363,312924
1,1,127209,510360,2,20200907,93206670,1.601000,600,960.600000,-,-,S,318741,406331
1,1,135814,510360,2,20200907,93219590,1.601000,6200,9926.200000,-,-,B,420224,406331
1,1,176107,510360,2,20200907,93322720,1.598000,40000,63920.000000,-,-,B,488901,486848
1,1,180973,510360,2,20200907,93329120,1.602000,3000,4806.000000,-,-,B,496381,489814
1,1,187250,510360,2,20200907,93338740,1.600000,5000,8000.000000,-,-,S,489749,507642
1,1,187251,510360,2,20200907,93338740,1.600000,4800,7680.000000,-,-,S,490043,507642
1,1,187252,510360,2,20200907,93338740,1.599000,200,319.800000,-,-,S,495947,507642
1,1,212486,510360,2,20200907,93422370,1.605000,200,321.000000,-,-,B,554763,225943
1,1,230415,510360,2,20200907,93454480,1.605000,2000,3210.000000,-,-,B,587621,225943
1,1,235391,510360,2,20200907,93503730,1.605000,200,321.000000,-,-,B,596245,225943
1,1,250045,510360,2,20200907,93529670,1.605000,200,321.000000,-,-,B,622505,225943
1,1,304267,510360,2,20200907,93716380,1.604000,400,641.600000,-,-,B,721065,704804
1,1,368706,510360,2,20200907,93940220,1.604000,10000,16040.000000,-,-,S,819373,836860
1,1,368768,510360,2,20200907,93940340,1.605000,1200,1926.000000,-,-,B,836969,225943
1,1,369490,510360,2,20200907,93941910,1.605000,5000,8025.000000,-,-,B,838095,225943
1,1,371394,510360,2,20200907,93945970,1.604000,6300,10105.200000,-,-,S,819373,841380
1,1,376610,510360,2,20200907,93958380,1.605000,1300,2086.500000,-,-,B,850944,225943
1,1,376611,510360,2,20200907,93958380,1.605000,4000,6420.000000,-,-,B,850944,228010
1,1,376612,510360,2,20200907,93958380,1.605000,200,321.000000,-,-,B,850944,800140
1,1,404641,510360,2,20200907,94057350,1.606000,10000,16060.000000,-,-,B,900219,249158
1,1,404642,510360,2,20200907,94057350,1.606000,10000,16060.000000,-,-,B,900219,252474
1,1,438089,510360,2,20200907,94218490,1.608000,500,804.000000,-,-,B,961310,382276
1,1,528740,510360,2,20200907,94629590,1.610000,100,161.000000,-,-,S,1064359,1122649
1,1,530224,510360,2,20200907,94633290,1.608000,100,160.800000,-,-,S,1000855,1125032
1,1,553298,510360,2,20200907,94745630,1.608000,3000,4824.000000,-,-,S,1000855,1167499
1,1,555052,510360,2,20200907,94752140,1.610000,100,161.000000,-,-,B,1170902,1132177
1,1,589572,510360,2,20200907,94946960,1.610000,9500,15295.000000,-,-,B,1232421,1228415
1,1,609041,510360,2,20200907,95034260,1.609000,700,1126.300000,-,-,B,1262526,1255184
1,1,609063,510360,2,20200907,95034300,1.609000,600,965.400000,-,-,B,1262559,1255184
1,1,612882,510360,2,20200907,95042180,1.609000,4700,7562.300000,-,-,B,1268172,1255184
1,1,656255,510360,2,20200907,95306950,1.609000,200,321.800000,-,-,B,1343134,1332162
1,1,668046,510360,2,20200907,95346980,1.609000,500,804.500000,-,-,B,1362409,1332162
1,1,668047,510360,2,20200907,95346980,1.610000,9700,15617.000000,-,-,B,1362409,1253302
1,1,689024,510360,2,20200907,95457250,1.608000,2000,3216.000000,-,-,S,1000855,1397748
1,1,695852,510360,2,20200907,95514320,1.608000,4900,7879.200000,-,-,S,1000855,1408052
1,1,695853,510360,2,20200907,95514320,1.608000,700,1125.600000,-,-,S,1083099,1408052
1,1,695854,510360,2,20200907,95514320,1.608000,200,321.600000,-,-,S,1152185,1408052
1,1,698009,510360,2,20200907,95521950,1.606000,1000,1606.000000,-,-,S,946767,1411871
1,1,698010,510360,2,20200907,95521950,1.606000,1000,1606.000000,-,-,S,1019785,1411871
1,1,699930,510360,2,20200907,95527640,1.608000,300,482.400000,-,-,B,1414784,1408052
1,1,719123,510360,2,20200907,95632350,1.606000,2000,3212.000000,-,-,S,1019785,1447336
1,1,733506,510360,2,20200907,95727240,1.606000,3300,5299.800000,-,-,S,1019785,1472477
1,1,767776,510360,2,20200907,95937640,1.606000,23700,38062.200000,-,-,S,1019785,1529615
1,1,767777,510360,2,20200907,95937640,1.606000,18300,29389.800000,-,-,S,1051031,1529615
1,1,767778,510360,2,20200907,95937640,1.606000,9000,14454.000000,-,-,S,1421693,1529615
1,1,771490,510360,2,20200907,95950970,1.605000,5000,8025.000000,-,-,S,887978,1535611
1,1,771886,510360,2,20200907,95952190,1.605000,3700,5938.500000,-,-,B,1536192,1535611
1,1,774903,510360,2,20200907,100002470,1.605000,200,321.000000,-,-,B,1540980,1535611
1,1,787682,510360,2,20200907,100026730,1.605000,3700,5938.500000,-,-,B,1558867,1535611
1,1,794783,510360,2,20200907,100047590,1.605000,3700,5938.500000,-,-,B,1571153,1535611
1,1,836356,510360,2,20200907,100303560,1.602000,7900,12655.800000,-,-,S,1574703,1640485
1,1,914593,510360,2,20200907,100747140,1.602000,1000,1602.000000,-,-,S,1611166,1771399
1,1,922662,510360,2,20200907,100823620,1.602000,300,480.600000,-,-,S,1611166,1785871
1,1,922700,510360,2,20200907,100823830,1.602000,500,801.000000,-,-,S,1611166,1785934
1,1,923381,510360,2,20200907,100826570,1.602000,4100,6568.200000,-,-,S,1611166,1787094
1,1,924162,510360,2,20200907,100829800,1.602000,3300,5286.600000,-,-,S,1611166,1788325
1,1,924163,510360,2,20200907,100829800,1.602000,800,1281.600000,-,-,S,1651846,1788325
1,1,925903,510360,2,20200907,100836320,1.602000,30400,48700.800000,-,-,S,1651846,1791134
1,1,929474,510360,2,20200907,100852270,1.600000,300,480.000000,-,-,S,1075237,1797398
1,1,929996,510360,2,20200907,100854840,1.600000,100,160.000000,-,-,B,1798376,1797398
1,1,930137,510360,2,20200907,100855370,1.600000,1800,2880.000000,-,-,B,1798596,1797398
1,1,973216,510360,2,20200907,101116490,1.599000,1000,1599.000000,-,-,S,560791,1866175
1,1,999870,510360,2,20200907,101302870,1.600000,400,640.000000,-,-,B,1914621,1797398
1,1,1034816,510360,2,20200907,101533680,1.599000,9000,14391.000000,-,-,S,560791,1974938
1,1,1034817,510360,2,20200907,101533680,1.599000,5000,7995.000000,-,-,S,810619,1974938
1,1,1034818,510360,2,20200907,101533680,1.599000,100,159.900000,-,-,S,1905699,1974938
1,1,1034819,510360,2,20200907,101533680,1.599000,500,799.500000,-,-,S,1957149,1974938
1,1,1049195,510360,2,20200907,101636790,1.598000,2000,3196.000000,-,-,S,1779939,1998948
1,1,1092648,510360,2,20200907,101954940,1.598000,5000,7990.000000,-,-,S,2040394,2073337
1,1,1092649,510360,2,20200907,101954940,1.598000,200,319.600000,-,-,S,2052281,2073337
1,1,1092650,510360,2,20200907,101954940,1.598000,20000,31960.000000,-,-,S,2053331,2073337
1,1,1104401,510360,2,20200907,102025920,1.597000,100,159.700000,-,-,S,526983,2089141
1,1,1118696,510360,2,20200907,102116980,1.596000,100,159.600000,-,-,S,1903892,2110231
1,1,1118697,510360,2,20200907,102116980,1.596000,500,798.000000,-,-,S,1966467,2110231
1,1,1118698,510360,2,20200907,102116980,1.596000,50000,79800.000000,-,-,S,2096267,2110231
1,1,1123081,510360,2,20200907,102134600,1.597000,500,798.500000,-,-,B,2117370,2089192
