ExChangeId,ChannelNo,SeqNo,SecurityID,Trade2_Order1,TradeDate,UpdateTime,Price,Volume,TrdMoney,OrdSide,OrdType,TrdBSFlag,TrdBuyNo,TrdSellNo
1,1,20433,510100,2,20200909,92500330,1.240000,2000,2480.000000,-,-,N,25873,155926
1,1,20434,510100,2,20200909,92500330,1.240000,1400,1736.000000,-,-,N,25873,171365
1,1,20435,510100,2,20200909,92500330,1.240000,500,620.000000,-,-,N,37745,171365
1,1,20436,510100,2,20200909,92500330,1.240000,1600,1984.000000,-,-,N,78519,171365
1,1,20437,510100,2,20200909,92500330,1.240000,24000,29760.000000,-,-,N,135358,171365
1,1,20438,510100,2,20200909,92500330,1.240000,20600,25544.000000,-,-,N,135358,153460
1,1,20439,510100,2,20200909,92500330,1.240000,21400,26536.000000,-,-,N,135358,164694
1,1,20440,510100,2,20200909,92500330,1.240000,100,124.000000,-,-,N,108269,164694
1,1,20441,510100,2,20200909,92500330,1.240000,100,124.000000,-,-,N,157118,164694
1,1,22739,510100,2,20200909,93000360,1.238000,200,247.600000,-,-,S,128455,175202
1,1,22740,510100,2,20200909,93000360,1.237000,100,123.700000,-,-,S,33141,175202
1,1,40463,510100,2,20200909,93003850,1.233000,2000,2466.000000,-,-,B,224987,222901
1,1,42224,510100,2,20200909,93004250,1.233000,12900,15905.700000,-,-,B,230297,222901
1,1,64696,510100,2,20200909,93021660,1.233000,200,246.600000,-,-,S,271674,282297
1,1,64697,510100,2,20200909,93021660,1.232000,400,492.800000,-,-,S,237468,282297
1,1,69217,510100,2,20200909,93027490,1.235000,3000,3705.000000,-,-,B,291149,270328
1,1,84661,510100,2,20200909,93049230,1.235000,17900,22106.500000,-,-,S,312347,319235
1,1,91450,510100,2,20200909,93059030,1.235000,10000,12350.000000,-,-,B,331111,329796
1,1,93509,510100,2,20200909,93101600,1.235000,3000,3705.000000,-,-,B,334649,329796
1,1,98033,510100,2,20200909,93107120,1.232000,21300,26241.600000,-,-,S,237468,342452
1,1,98034,510100,2,20200909,93107120,1.232000,7300,8993.600000,-,-,S,250652,342452
1,1,115118,510100,2,20200909,93128350,1.232000,19300,23777.600000,-,-,S,250652,371623
1,1,115119,510100,2,20200909,93128350,1.232000,2000,2464.000000,-,-,S,363803,371623
1,1,116237,510100,2,20200909,93129670,1.234000,300,370.200000,-,-,B,373547,351290
1,1,116238,510100,2,20200909,93129670,1.234000,9700,11969.800000,-,-,B,373547,361919
1,1,118101,510100,2,20200909,93132190,1.232000,500,616.000000,-,-,S,374752,376869
1,1,119918,510100,2,20200909,93134690,1.233000,2000,2466.000000,-,-,B,379891,376607
1,1,132920,510100,2,20200909,93151290,1.233000,1000,1233.000000,-,-,B,400675,376607
1,1,136835,510100,2,20200909,93156620,1.232000,500,616.000000,-,-,B,407073,401506
1,1,147891,510100,2,20200909,93210660,1.232000,5000,6160.000000,-,-,B,424845,401506
1,1,155772,510100,2,20200909,93220170,1.231000,500,615.500000,-,-,B,437405,425621
1,1,171746,510100,2,20200909,93245510,1.235000,1500,1852.500000,-,-,B,467028,331519
1,1,171747,510100,2,20200909,93245510,1.235000,8500,10497.500000,-,-,B,467028,437404
1,1,205446,510100,2,20200909,93334560,1.236000,2000,2472.000000,-,-,B,527926,450533
1,1,215831,510100,2,20200909,93351790,1.237000,200,247.400000,-,-,B,546448,499188
1,1,221441,510100,2,20200909,93402450,1.237000,10000,12370.000000,-,-,B,557601,499188
1,1,274327,510100,2,20200909,93534580,1.238000,2000,2476.000000,-,-,B,653236,647023
1,1,304996,510100,2,20200909,93630370,1.237000,2000,2474.000000,-,-,S,593511,708570
1,1,304997,510100,2,20200909,93630370,1.237000,400,494.800000,-,-,S,607465,708570
1,1,335208,510100,2,20200909,93720280,1.237000,27600,34141.200000,-,-,B,756469,708570
1,1,337773,510100,2,20200909,93724230,1.235000,4100,5063.500000,-,-,S,755033,760861
1,1,366078,510100,2,20200909,93829700,1.237000,100,123.700000,-,-,S,813512,815228
1,1,384948,510100,2,20200909,93915940,1.236000,2500,3090.000000,-,-,S,829160,849398
1,1,384949,510100,2,20200909,93915940,1.236000,1000,1236.000000,-,-,S,834481,849398
1,1,395095,510100,2,20200909,93940700,1.237000,1000,1237.000000,-,-,B,867578,834436
1,1,398659,510100,2,20200909,93949440,1.236000,250000,309000.000000,-,-,B,873667,872124
1,1,400347,510100,2,20200909,93954050,1.236000,150000,185400.000000,-,-,S,873667,876982
1,1,424339,510100,2,20200909,94032330,1.234000,18900,23322.600000,-,-,S,863972,912140
1,1,432595,510100,2,20200909,94046730,1.233000,4900,6041.700000,-,-,S,490680,924281
1,1,463230,510100,2,20200909,94141680,1.233000,100,123.300000,-,-,S,490680,974738
1,1,503316,510100,2,20200909,94313640,1.234000,500,617.000000,-,-,S,1021572,1044324
1,1,504960,510100,2,20200909,94317150,1.234000,7500,9255.000000,-,-,B,1046789,1044324
1,1,516642,510100,2,20200909,94343600,1.236000,900,1112.400000,-,-,B,1065369,928977
1,1,546824,510100,2,20200909,94451080,1.235000,200,247.000000,-,-,S,1106723,1115655
1,1,552214,510100,2,20200909,94502670,1.235000,800,988.000000,-,-,S,1106723,1124790
1,1,552215,510100,2,20200909,94502670,1.235000,1400,1729.000000,-,-,S,1123244,1124790
1,1,553899,510100,2,20200909,94506220,1.235000,1600,1976.000000,-,-,S,1123244,1127822
1,1,556462,510100,2,20200909,94511030,1.236000,900,1112.400000,-,-,B,1132640,928977
1,1,588632,510100,2,20200909,94613000,1.234000,1000,1234.000000,-,-,S,1046789,1183554
1,1,588633,510100,2,20200909,94613000,1.234000,8100,9995.400000,-,-,S,1138429,1183554
1,1,620859,510100,2,20200909,94715170,1.234000,800,987.200000,-,-,B,1233083,1183554
1,1,630854,510100,2,20200909,94732240,1.233000,95000,117135.000000,-,-,S,490680,1246576
1,1,630855,510100,2,20200909,94732240,1.233000,200,246.600000,-,-,S,491306,1246576
1,1,630856,510100,2,20200909,94732240,1.233000,4000,4932.000000,-,-,S,533249,1246576
1,1,630857,510100,2,20200909,94732240,1.233000,3000,3699.000000,-,-,S,866111,1246576
1,1,640076,510100,2,20200909,94751430,1.233000,100,123.300000,-,-,B,1261622,1251318
1,1,649411,510100,2,20200909,94808650,1.232000,10000,12320.000000,-,-,S,1020476,1275416
1,1,649412,510100,2,20200909,94808650,1.232000,2500,3080.000000,-,-,S,1233506,1275416
1,1,653729,510100,2,20200909,94815140,1.232000,10600,13059.200000,-,-,B,1280655,1275416
1,1,653903,510100,2,20200909,94815420,1.232000,227000,279664.000000,-,-,B,1280897,1275416
1,1,653904,510100,2,20200909,94815420,1.232000,2500,3080.000000,-,-,B,1280897,1275698
1,1,653905,510100,2,20200909,94815420,1.232000,10000,12320.000000,-,-,B,1280897,1276121
1,1,653971,510100,2,20200909,94815590,1.232000,10600,13059.200000,-,-,S,1280897,1280990
1,1,657903,510100,2,20200909,94822370,1.231000,2000,2462.000000,-,-,S,479122,1286549
