Datetime,Price,Volume
2020-08-14 13:28:31.800,2.906,900
2020-08-14 13:30:22.190,2.903,400
2020-08-14 13:30:41.210,2.903,500
2020-08-14 13:32:23.950,2.903,300
2020-08-14 13:32:23.950,2.903,1000
2020-08-14 13:41:36.780,2.902,3300
2020-08-14 13:41:36.780,2.902,200
2020-08-14 13:41:42.080,2.903,700
2020-08-14 13:41:42.080,2.903,6000
2020-08-14 13:41:48.290,2.903,1700
2020-08-14 13:42:19.130,2.903,500
2020-08-14 13:43:31.630,2.903,600
2020-08-14 13:46:59.220,2.903,3400
2020-08-14 13:47:25.980,2.904,2100
2020-08-14 13:48:46.160,2.9,200
2020-08-14 13:50:27.940,2.892,600
2020-08-14 13:51:11.630,2.892,9400
2020-08-14 13:51:24.120,2.892,600
2020-08-14 13:52:48.040,2.9,100
2020-08-14 13:52:48.040,2.9,1600
2020-08-14 13:52:50.430,2.9,1400
2020-08-14 13:52:52.800,2.9,1400
2020-08-14 13:53:41.790,2.9,1200
2020-08-14 13:53:43.900,2.9,1000
2020-08-14 13:53:54.330,2.9,3400
2020-08-14 13:53:54.330,2.9,4300
2020-08-14 13:55:59.060,2.897,4000
2020-08-14 13:56:21.720,2.904,1300
2020-08-14 13:56:21.720,2.905,5000
2020-08-14 13:56:21.720,2.906,2100
2020-08-14 13:56:21.720,2.906,13900
2020-08-14 13:56:21.720,2.906,12000
2020-08-14 13:57:12.760,2.908,1000
2020-08-14 13:57:45.140,2.908,2500
2020-08-14 13:57:47.170,2.908,3500
2020-08-14 13:57:47.170,2.909,2800
2020-08-14 13:57:47.170,2.909,10000
2020-08-14 13:58:10.630,2.91,5000
2020-08-14 13:58:10.630,2.91,1500
2020-08-14 13:58:10.630,2.91,3500
2020-08-14 13:59:48.600,2.91,500
2020-08-14 14:09:49.070,2.91,500
2020-08-14 14:09:49.070,2.91,5100
2020-08-14 14:09:49.070,2.91,1300
2020-08-14 14:09:49.070,2.91,10000
2020-08-14 14:09:49.070,2.91,3000
2020-08-14 14:09:49.070,2.91,25000
2020-08-14 14:09:49.070,2.91,5000
2020-08-14 14:09:49.070,2.91,15900
2020-08-14 14:09:54.960,2.911,4100
2020-08-14 14:09:54.960,2.911,5000
2020-08-14 14:09:54.960,2.911,3400
2020-08-14 14:09:54.960,2.911,2000
2020-08-14 14:09:54.960,2.911,3000
2020-08-14 14:11:42.730,2.911,800
2020-08-14 14:13:38.370,2.911,2000
2020-08-14 14:13:54.500,2.911,1000
2020-08-14 14:13:54.500,2.911,1000
2020-08-14 14:15:45.790,2.912,1000
2020-08-14 14:15:45.790,2.914,10900
2020-08-14 14:15:55.780,2.916,2000
2020-08-14 14:15:55.780,2.918,6900
2020-08-14 14:15:55.780,2.918,3400
2020-08-14 14:15:55.780,2.919,11600
2020-08-14 14:15:55.780,2.919,5000
2020-08-14 14:16:38.600,2.901,1000
2020-08-14 14:18:52.210,2.918,2000
2020-08-14 14:18:52.210,2.919,3000
