Datetime,Price,Volume
2020-09-08 09:37:08.510,4.974,16800
2020-09-08 09:41:10.630,4.974,53
2020-09-08 10:20:08.160,5.023,2900
2020-09-08 10:20:45.940,5.023,100
2020-09-08 10:30:25.220,4.97,700
2020-09-08 10:36:03.720,5.01,2205
2020-09-08 10:36:05.470,5.01,795
2020-09-08 11:29:45.620,5.099,100
2020-09-08 13:00:00.510,5.099,100
2020-09-08 13:23:15.060,5.097,1000
2020-09-08 13:23:15.060,5.097,4700
2020-09-08 13:23:15.060,5.098,132800
2020-09-08 13:23:15.060,5.098,101500
2020-09-08 13:23:36.160,5.098,3700
2020-09-08 13:23:36.430,5.098,300
2020-09-08 13:25:24.670,5.086,305
2020-09-08 13:28:21.300,5.086,195
2020-09-08 13:39:40.640,5.085,100
2020-09-08 14:30:51.920,4.962,600
2020-09-08 14:30:51.920,4.961,2800
2020-09-08 14:30:51.920,4.961,106600
2020-09-08 14:32:44.490,4.995,2300
2020-09-08 14:32:44.490,4.995,97700
